"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"A6SGETUB","journalArticle","2009","Masci, Anna Maria; Arighi, Cecilia N; Diehl, Alexander D; Lieberman, Anne E; Mungall, Chris; Scheuermann, Richard H; Smith, Barry; Cowell, Lindsay G","An improved ontological representation of dendritic cells as a paradigm for all cell types","BMC Bioinformatics","","1471-2105","10.1186/1471-2105-10-70","http://www.ncbi.nlm.nih.gov/pubmed/19243617","BACKGROUND: Recent increases in the volume and diversity of life science data and information and an increasing emphasis on data sharing and interoperability have resulted in the creation of a large number of biological ontologies, including the Cell Ontology (CL), designed to provide a standardized representation of cell types for data annotation. Ontologies have been shown to have significant benefits for computational analyses of large data sets and for automated reasoning applications, leading to organized attempts to improve the structure and formal rigor of ontologies to better support computation. Currently, the CL employs multiple is_a relations, defining cell types in terms of histological, functional, and lineage properties, and the majority of definitions are written with sufficient generality to hold across multiple species. This approach limits the CL's utility for computation and for cross-species data integration. RESULTS: To enhance the CL's utility for computational analyses, we developed a method for the ontological representation of cells and applied this method to develop a dendritic cell ontology (DC-CL). DC-CL subtypes are delineated on the basis of surface protein expression, systematically including both species-general and species-specific types and optimizing DC-CL for the analysis of flow cytometry data. We avoid multiple uses of is_a by linking DC-CL terms to terms in other ontologies via additional, formally defined relations such as has_function. CONCLUSION: This approach brings benefits in the form of increased accuracy, support for reasoning, and interoperability with other ontology resources. Accordingly, we propose our method as a general strategy for the ontological representation of cells. DC-CL is available from http://www.obofoundry.org.","2009","2010-04-02 23:01:45","2010-04-03 06:41:07","2010-04-02 23:01:45","70","","","10","","BMC Bioinformatics","","","","","","","","","","","","","NCBI PubMed","","PMID: 19243617","<p>cited in cl ontolgy by Diehl</p> <p>has_plasma_membrane_part has a comment ""this definition has been altered slightly from the on provided by Masci et al, it has been re-expressed using only type-level relations, but the meaning remains the same""<br />[4/2/10 7:00:22 PM] Dan Connolly: google keywords for looking up Masci et al. ?<br />[4/2/10 7:01:00 PM] Alan Ruttenberg: http://www.ncbi.nlm.nih.gov/pubmed/19243617</p>","","","","Computational Biology; Databases, Factual; Dendritic Cells; Information Storage and Retrieval; Terminology as Topic; Vocabulary, Controlled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXBCKQ8R","conferencePaper","1998","Guarino, N.","Some ontological principles for designing upper level lexical resources","Proceedings of first international conference on language resources and evaluation","","","","","","1998","2010-04-03 06:29:49","2010-04-03 06:29:49","","527–534","","","","","","","","","","","","","","","","","","Google Scholar","","","<p>universals, occurrents and such</p> <p>motivation isn't crisp/mathematical.</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCJCIKFP","bookSection","2007","Voss, E.","Leukocyte Membrane Molecules—An Introduction","","","","","","","2007","2010-04-01 14:42:24","2010-04-02 21:06:29","","","","","","","","","","","","","Wiley","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/T4642HV3/Voss - 2007 - Leukocyte Membrane Molecules—An Introduction.pdf; ; /home/connolly/Desktop/Library/0471701327.pdf","http://www.wiley.com/WileyCDA/WileyTitle/productCd-0471701327.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WFMZRRDC","book","2007","Zola, Heddy; Swart, Bernadette; Nicholson, Ian; Voss, Elena","Leukocyte and Stromal Cell Molecules: The CD Markers","","0-471-70132-7","","","","","2007-02-02","2010-04-02 20:57:28","2010-04-02 20:57:28","","","","","","","","Leukocyte and Stromal Cell Molecules","","","","","Wiley","","","","","","","Amazon.com","","","","","http://www.amazon.com/dp/0471701327","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRXSPMTD","webpage","","","Functional Requirements for Bibliographic Records","","","","","http://www.ifla.org/en/publications/functional-requirements-for-bibliographic-records","","","2010-04-01 21:24:52","2010-04-01 21:24:52","2010-04-01 21:24:52","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/KJS76W93/functional-requirements-for-bibliographic-records.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8P358SDP","report","1998","Records, IFLA Study Group on the Functional Requirements for Bibliographic","Functional requirements for bibliographic records: Final report","","","","","","","1998","2010-04-01 21:20:49","2010-04-01 21:23:16","","","","","","","","Functional requirements for bibliographic records","","","","","","","","","","","","Google Scholar","","","","","http://archive.ifla.org/VII/s13/frbr/frbr.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M3TT55UP","book","2008","O'Gorman, Maurice R.G.; Donnenberg, Albert D.","Handbook of Human Immunology, Second Edition","","0-8493-1984-6","","","","","2008-02-15","2010-03-31 18:41:30","2010-03-31 18:41:30","","","","","","","","","","","","","CRC Press","","","","","","","Amazon.com","","","","","http://www.amazon.com/dp/0849319846","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NNRZ74R","book","2009","Zimmer, Jacques","Natural Killer Cells: At the Forefront of Modern Immunology","","3-642-02308-8","","","","","2009-12-02","2010-03-31 18:39:28","2010-03-31 18:39:28","","","","","","","","Natural Killer Cells","","","","","Springer","","","","","","","Amazon.com","","","","/home/connolly/Desktop/Library/Natural Killer Cells.pdf; ","http://www.amazon.com/dp/3642023088","","","","","","","","","","","","","","","","","","","","","","1st Edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G8K2E8MN","webpage","","","Monoclonal antibodies - Wikipedia, the free encyclopedia","","","","","http://en.wikipedia.org/wiki/Monoclonal_antibodies","","","2010-03-31 18:29:23","2010-03-31 18:29:23","2010-03-31 18:29:23","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/KG2BPVME/Monoclonal_antibodies.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7F44IAI","journalArticle","2005","Zola, Heddy; Swart, Bernadette; Nicholson, Ian; Aasted, Bent; Bensussan, Armand; Boumsell, Laurence; Buckley, Chris; Clark, Georgina; Drbal, Karel; Engel, Pablo; Hart, Derek; Horejsi, Vaclav; Isacke, Clare; Macardle, Peter; Malavasi, Fabio; Mason, David; Olive, Daniel; Saalmueller, Armin; Schlossman, Stuart F.; Schwartz-Albiez, Reinhard; Simmons, Paul; Tedder, Thomas F.; Uguccioni, Mariagrazia; Warren, Hilary","CD molecules 2005: human cell differentiation molecules","Blood","","","10.1182/blood-2005-03-1338","http://bloodjournal.hematologylibrary.org/cgi/content/abstract/bloodjournal;106/9/3123","The immune system works through leukocytes interacting with each other, with other cells, with tissue matrices, with infectious agents, and with other antigens. These interactions are mediated by cell-surface glycoproteins and glycolipids. Antibodies against these leukocyte molecules have provided powerful tools for analysis of their structure, function, and distribution. Antibodies have been used widely in hematology, immunology, and pathology, and in research, diagnosis, and therapy. The associated CD nomenclature is commonly used when referring to leukocyte surface molecules and antibodies against them. It provides an essential classification for diagnostic and therapeutic purposes. The most recent (8th) Workshop and Conference on Human Leukocyte Differentiation Antigens (HLDA), held in Adelaide, Australia, in December 2004, allocated 95 new CD designations and made radical changes to its aims and future operational strategy in order to maintain its relevance to modern human biology and clinical practice.","2005-11-01","2010-03-31 17:51:40","2010-03-31 17:51:40","2010-03-31 17:51:40","3123-3126","","9","106","","","CD molecules 2005","","","","","","","","","","","","HighWire","","","","/home/connolly/Zotero/storage/V7NSPGFK/3123.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMP84X43","journalArticle","1988","Oshimi, K; Hoshino, S; Takahashi, M; Akahoshi, M; Saito, H; Kobayashi, Y; Hirai, H; Takaku, F; Yahagi, N; Oshimi, Y","Ti (WT31)-negative, CD3-positive, large granular lymphocyte leukemia with nonspecific cytotoxicity","Blood","","","","http://bloodjournal.hematologylibrary.org/cgi/content/abstract/bloodjournal;71/4/923","","1988-04-01","2010-03-31 17:24:38","2010-03-31 17:24:38","2010-03-31 17:24:38","923-931","","4","71","","","","","","","","","","","","","","","HighWire","","","","/home/connolly/Zotero/storage/M2NHGF6P/923.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDPDXZ2E","journalArticle","2009","Diehl, Alexander; Pulendran, Bali; Masci, Anna Maria; Scheuermann, Richard; Meehan, Terrence; Yao, Q. Alison; Morel, Penelope; Zand, Martin; Nijnik, Anastasia; Mungall, Christopher; Augustine, Alison; Blake, Judith; Cowell, Lindsay; Peters, Bjoern; Gold, Elizabeth; Gondré-Lewis, Timothy","Hematopoietic Cell Types: Prototype for a Revised Cell Ontology","Nature Precedings","","1756-0357","10.1038/npre.2009.3543.2","http://precedings.nature.com/documents/3543/version/2","","2009-08","2010-03-31 13:53:32","2010-03-31 13:53:32","2010-03-31 13:53:32","","","","","","Nature Precedings","Hematopoietic Cell Types","","","","","","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/FC48SKNW/2.html","","cell types; ontology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZ5FIVIC","journalArticle","2004","Perfetto, Stephen P; Chattopadhyay, Pratip K; Roederer, Mario","Seventeen-colour flow cytometry: unravelling the immune system","Nature Reviews. Immunology","","1474-1733","10.1038/nri1416","http://www.ncbi.nlm.nih.gov/pubmed/15286731","","2004-08","2010-03-30 22:08:06","2010-03-30 22:52:28","2010-03-30 22:08:06","648-655","","8","4","","Nat. Rev. Immunol","Seventeen-colour flow cytometry","","","","","","","","","","","","NCBI PubMed","","PMID: 15286731","","/home/connolly/Zotero/storage/2J876B28/Seventeen-colour flow cytometry unravelling the immune system.pdf","","","Animals; Flow Cytometry; Fluorescent Dyes; Humans; Immune System; Immunophenotyping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMN5RNU8","webpage","","","iROCKET Learning Module: Molecular Methods","","","","","http://missinglink.ucsf.edu/lm/molecularmethods/flow.htm","","","2010-03-30 22:22:01","2010-03-30 22:22:01","2010-03-30 22:22:01","","","","","","","","","","","","","","","","","","","","","","<h2>Flow Cytometry and Flourescence-Activated Cell Sorting (FACS)</h2>","/home/connolly/Zotero/storage/IWZAUUJE/flow.html","","Flow Cytometry; diagram","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJ32V4D2","webpage","","","Zotero Forums - PubMed import doesn't work","","","","","http://forums.zotero.org/discussion/148/?Focus=708","","","2010-03-30 22:01:21","2010-03-30 22:01:21","2010-03-30 22:01:21","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/T7ERQXTQ/148.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIKZ8M4D","webpage","","","Zotero","","","","","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2479046/","","","2010-03-30 21:59:58","2010-03-30 21:59:58","2010-03-30 21:59:58","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/423ZK849/PMC2479046.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGGU8CG3","book","1979","Horwitz, Morton J.","The Transformation of American Law, 1780-1860","","0-674-90371-4","","","","","1979-04-30","2010-03-30 21:51:55","2010-03-30 21:51:55","","","","","","","","","","","","","Harvard University Press","","","","","","","Amazon.com","","","<p>on corporations as individuals, per djw</p>","","http://www.amazon.com/dp/0674903714","toread; america; economics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHHR3CCG","book","2008","Mayer, Jane","The Dark Side: The Inside Story of How The War on Terror Turned into a War on American Ideals","","0-385-52639-3","","","","","2008-07-15","2010-03-30 21:51:17","2010-03-30 21:51:17","","","","","","","","The Dark Side","","","","","Doubleday","","","","","","","Amazon.com","","","","","http://www.amazon.com/dp/0385526393","toread; america","","","","","","","","","","","","","","","","","","","","","First Edition, First Printing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJJMT3NZ","webpage","","","Amazon.com: Dan Connolly: Wishlist","","","","","http://www.amazon.com/gp/registry/wishlist/26CB7SHNP1EWX","","","2010-03-30 21:47:48","2010-03-30 21:47:48","2010-03-30 21:47:48","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/IVTPCMTX/26CB7SHNP1EWX.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHQFT377","webpage","","","connolly's research Bookmarks on Delicious","","","","","http://delicious.com/connolly/research","","","2010-03-30 21:45:32","2010-03-30 21:45:32","2010-03-30 21:45:32","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/QS4NTDI4/research.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABCD2345","webpage","","Center for History and New Media","Zotero Quick Start Guide","","","","","http://zotero.org/support/quick_start_guide","","","2010-03-30 21:17:02","2010-03-30 21:17:02","","","","","","","","","","","","","","","","","","","","","","","<p><strong>Welcome to Zotero!</strong></p><p>View the Quick Start Guide to learn how to begin collecting, managing, citing, and sharing your research sources.</p><p>Thanks for installing Zotero.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G337PI2M","journalArticle","2011","Neveln, Bob; Alps, Bob","Unification-Based Grammar","","","","","http://www.proofcheck.org/basicforms.pdf","","2011","2013-12-29 08:52:55","2013-12-29 08:52:55","2013-12-29 08:52:55","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/WZ5AM2SD/basicforms.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CB8FJAKP","journalArticle","2007","Neveln, Bob; Alps, Bob","Writing and checking complete proofs in TEX","TUGboat","","","","http://www.edutex.tug.org/TUGboat/tb28-1/tb88neveln.pdf","","2007","2013-12-29 08:51:19","2013-12-29 08:51:19","2013-12-29 08:51:19","80–83","","1","28","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/IS4XVQA6/neveln.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QG3GFHKW","journalArticle","1981","Alps, Robert A.; Neveln, Robert C.","A predicate logic based on indefinite description and two notions of identity.","Notre Dame Journal of Formal Logic","","0029-4527","10.1305/ndjfl/1093883460","http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.ndjfl/1093883460","","1981-07","2013-12-29 08:34:06","2021-12-25 22:59:56","2013-12-29 08:34:06","251-263","","3","22","","","","","","","","","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/DGNFZXWS/euclid.ndjfl.1093883460.pdf; /home/connolly/Zotero/storage/G6SXCZIQ/Alps and Neveln - 1981 - A predicate logic based on indefinite description .html","","fs86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHXAC3SS","journalArticle","2007","Perez, Fernando; Granger, Brian E.","IPython: a system for interactive scientific computing","Computing in Science & Engineering","","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4160251","","2007","2013-12-28 22:09:01","2013-12-28 22:09:01","2013-12-28 22:09:01","21–29","","3","9","","","IPython","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/9Q7SPCC4/ipython07_pe-gr_cise.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGN7UWZP","blogPost","","ehmatthes","How IPython Notebook and Github have changed the way I teach Python","peak 5390","","","","http://peak5390.wordpress.com/2013/09/22/how-ipython-notebook-and-github-have-changed-the-way-i-teach-python/","I teach in a small high school in southeast Alaska, and each year I teach an Introduction to Programming class. I recently learned how to use IPython Notebook, and it has completely changed the way...","","2013-12-27 23:17:07","2013-12-27 23:17:07","2013-12-27 23:17:07","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/2DTJ78QD/ehmatthes - How IPython Notebook and Github have changed the w.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZ69BFGU","book","1986","Bonevac, Daniel","Proof: A text for Philosophy 313K Logic, Sets and Functions","","","","","","","1986","2013-12-27 05:28:38","2013-12-27 05:31:18","","","311","","","","","","","","","","Department of Philosophy, The University of Texas at Austin","Austin, Texas","","© Daniel Bonevac 1986","","","","","","","<p><a href=""http://www.w3.org/Collaboration/knowledge#Bonevac86"">bib entry</a></p>","","","fs86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7MS6RH6","conferencePaper","2013","Christiansen, David Raymond","Dependent type providers","","978-1-4503-2389-5","","10.1145/2502488.2502495","http://dl.acm.org/citation.cfm?doid=2502488.2502495","","2013","2013-12-15 23:51:34","2021-12-25 23:00:58","2013-12-15 23:51:34","25","","","","","","","","","","","ACM Press","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/ZESBN9IA/dependent-type-providers.pdf; /home/connolly/Zotero/storage/TW59XZJB/dependent-type-providers.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQN4QUQ8","report","1989","Hudak, Paul; March, RS Sundaresh","On the expressiveness of purely-functional I/O systems,""","","","","","http://bb10.com/haskell-cafe/2006-02/pdf1KI0qrS9uD.pdf","","1989","2013-08-10 21:10:00","2013-11-26 02:32:04","2013-08-10 21:10:00","","","","","","","","","","","","YALEU/DCS/RR-665, Department of Computer Science, Yale University","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/SWGSW9SI/10.1.1.49.695.pdf; /home/connolly/Zotero/storage/6ZJ5CP8C/10.1.1.49.695.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DE3DDPW","conferencePaper","2006","Kagal, Lalana; Berners-Lee, Tim; Connolly, Dan; Weitzner, Daniel","Using semantic web technologies for policy management on the web","Proceedings of the 21st national conference on Artificial intelligence","","","","http://dig.csail.mit.edu/2006/Papers/AAAI/‎","With policy management becoming popular as a means of providing flexible Web security, the number of policy languages being proposed for the Web is constantly increasing. We recognize the importance of policies for securing the Web and believe that the future will only bring more policy languages. We do not, however, believe that users should be forced to conform the description of their policy relationships to a single standard policy language. Instead there should be a way of encompassing different policy languages and supporting heterogeneous policy systems. As a step in this direction, we propose Rein, a policy framework grounded in Semantic Web technologies, which leverages the distributed nature and linkability of the Web to provide Web-based policy management. Rein provides ontologies for describing policy domains in a decentralized manner and provides an engine for reasoning over these descriptions, both of which can be used to develop domain and policy language specific security systems. We describe the Rein policy framework and discuss how a Rein policy management systems can be developed for access control in an online photo sharing application.","2006","2013-08-09 00:43:15","2013-11-26 02:32:00","","1337","","","21","","","","","","","","AAAI Press","Boston, Massachusetts","","","","","","","","","","/home/connolly/Zotero/storage/8SIX4BD4/download.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","THE TWENTY-FIRST NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE","","","","","","","","","","","","","","",""
"TU6MUMMM","conferencePaper","2008","Finifter, Matthew; Mettler, Adrian; Sastry, Naveen; Wagner, David","Verifiable functional purity in java","Proceedings of the 15th ACM conference on Computer and communications security","","","","http://dl.acm.org/citation.cfm?id=1455793","","2008","2013-08-10 21:51:36","2013-11-26 02:31:53","2013-08-10 21:51:36","161–174","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/ZH3IJGXC/pure-ccs08.pdf; /home/connolly/Zotero/storage/RZEAQMFX/pure-ccs08.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWUT29VB","bookSection","2008","Matthews, Jacob; Ahmed, Amal","Parametric polymorphism through run-time sealing or, theorems for low, low prices!","Programming Languages and Systems","","","","http://link.springer.com/chapter/10.1007/978-3-540-78739-6_2","","2008","2013-08-10 21:56:05","2013-11-26 02:31:50","2013-08-10 21:56:05","16–31","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/I6A97V2A/parpolyseal.pdf; /home/connolly/Zotero/storage/U89BDVFV/parpolyseal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSBAPPF4","conferencePaper","2008","Wilcox-O'Hearn, Zooko; Warner, Brian","Tahoe: the least-authority filesystem","Proceedings of the 4th ACM international workshop on Storage security and survivability","","","","http://dl.acm.org/citation.cfm?id=1456474","","2008","2013-08-10 21:10:30","2013-11-26 02:31:42","2013-08-10 21:10:30","21–26","","","","","","Tahoe","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/AWI3VBPA/lafs.pdf; /home/connolly/Zotero/storage/PBC267CE/lafs.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQFHGMX4","journalArticle","2009","Harris, Paul A; Taylor, Robert; Thielke, Robert; Payne, Jonathon; Gonzalez, Nathaniel; Conde, Jose G","Research electronic data capture (REDCap)--a metadata-driven methodology and workflow process for providing translational research informatics support","Journal of biomedical informatics","","1532-0480","10.1016/j.jbi.2008.08.010","","Research electronic data capture (REDCap) is a novel workflow methodology and software solution designed for rapid development and deployment of electronic data capture tools to support clinical and translational research. We present: (1) a brief description of the REDCap metadata-driven software toolset; (2) detail concerning the capture and use of study-related metadata from scientific research teams; (3) measures of impact for REDCap; (4) details concerning a consortium network of domestic and international institutions collaborating on the project; and (5) strengths and limitations of the REDCap system. REDCap is currently supporting 286 translational research projects in a growing collaborative network including 27 active partner institutions.","2009-04","2013-10-10 21:25:10","2013-11-26 02:31:39","","377-381","","2","42","","J Biomed Inform","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 18929686","","/home/connolly/Zotero/storage/5NI8F5RJ/NBK49448.html; /home/connolly/Zotero/storage/NIUBA3J9/NBK49448.html; /home/connolly/Zotero/storage/FBGCQISV/NBK49448.html; ","http://www.ncbi.nlm.nih.gov/pubmed/18929686","","Humans; Biomedical Research; Clinical Trials as Topic; Data Collection; Internet; Medical Informatics; Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6X5BI6PE","bookSection","2010","Guha, Arjun; Saftoiu, Claudiu; Krishnamurthi, Shriram","The essence of JavaScript","ECOOP 2010–Object-Oriented Programming","","","","http://link.springer.com/chapter/10.1007/978-3-642-14107-2_7","","2010","2013-08-10 22:09:45","2013-11-26 02:31:34","2013-08-10 22:09:45","126–150","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/NE4UD8VI/paper.pdf; /home/connolly/Zotero/storage/V63Q4NT2/paper.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KCHBVNW2","journalArticle","2010","Murphy, Shawn N.; Weber, Griffin; Mendis, Michael; Gainer, Vivian; Chueh, Henry C.; Churchill, Susanne; Kohane, Isaac","Serving the enterprise and beyond with informatics for integrating biology and the bedside (i2b2)","Journal of the American Medical Informatics Association","",", 1527-974X","10.1136/jamia.2009.000893","http://jamia.bmj.com/content/17/2/124","Informatics for Integrating Biology and the Bedside (i2b2) is one of seven projects sponsored by the NIH Roadmap National Centers for Biomedical Computing (http://www.ncbcs.org). Its mission is to provide clinical investigators with the tools necessary to integrate medical record and clinical research data in the genomics age, a software suite to construct and integrate the modern clinical research chart. i2b2 software may be used by an enterprise's research community to find sets of interesting patients from electronic patient medical record data, while preserving patient privacy through a query tool interface. Project-specific mini-databases (“data marts”) can be created from these sets to make highly detailed data available on these specific patients to the investigators on the i2b2 platform, as reviewed and restricted by the Institutional Review Board. The current version of this software has been released into the public domain and is available at the URL: http://www.i2b2.org/software.","2010-03-01","2013-10-10 21:17:48","2013-11-26 02:31:31","2013-10-10 21:17:48","124-130","","2","17","","J Am Med Inform Assoc","","","","","","","","en","","","","","jamia.bmj.com","","PMID: 20190053","","; /home/connolly/Zotero/storage/UE3BZXP8/Murphy et al. - 2010 - Serving the enterprise and beyond with informatics.pdf; /home/connolly/Zotero/storage/PCH5EIKR/124.html; /home/connolly/Zotero/storage/XM6N5EQS/124.html; ; /home/connolly/Zotero/storage/96DHZZSN/Murphy et al. - 2010 - Serving the enterprise and beyond with informatics.pdf; /home/connolly/Zotero/storage/BVISIHSU/Murphy et al. - 2010 - Serving the enterprise and beyond with informatics.pdf; /home/connolly/Zotero/storage/QXV54RUS/124.html; ","http://www.ncbi.nlm.nih.gov/pubmed/20190053; http://www.ncbi.nlm.nih.gov/pubmed/20190053; http://www.ncbi.nlm.nih.gov/pubmed/20190053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EW9J288","journalArticle","2012","Schulte, Eric; Davison, Dan; Dye, Thomas; Dominik, Carsten","A multi-language computing environment for literate programming and reproducible research","Journal of Statistical Software","","","","http://www.cbrc.kaust.edu.sa/mediawiki/images/7/72/A_Multi-language_computing_environment_-_Heikki_-_280312.pdf","","2012","2013-08-10 21:56:57","2013-11-26 02:31:17","2013-08-10 21:56:57","1–24","","3","46","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/X776NDW3/v46i03.pdf; /home/connolly/Zotero/storage/RWBC2QFF/v46i03.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFWG3HFQ","conferencePaper","2013","Nair, Mani; Connolly, Daniel W.; Whittkopp, C; Waitman, Lemuel R.","Combining Quality and Accountability Study Metrics from University Health System Consortium in an i2b2 based Clinical Data Repository with EMR data for Patient Centered Outcome Research (PCOR)","AMIA Clinical Research Informatics Joint Summit","","","","","","2013-03","2013-08-09 03:20:34","2013-11-26 02:31:05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AMIA Clinical Research Informatics Joint Summit","","","","","","","","","","","","","","",""
